Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","0232","Eggs from other birds in shell, fresh, n.e.c.","2024","2024","1000 USD","756667","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","01657","Ginger, raw","2024","2024","1000 Int$","77125","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","01657","Ginger, raw","2024","2024","1000 SLC","8881673","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","01657","Ginger, raw","2024","2024","1000 SLC","6000291","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","01657","Ginger, raw","2024","2024","1000 USD","76829","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","01657","Ginger, raw","2024","2024","1000 USD","76868","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","01252","Green garlic","2024","2024","1000 Int$","381181","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","01252","Green garlic","2024","2024","1000 SLC","49012835","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","01252","Green garlic","2024","2024","1000 SLC","38459889","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","01252","Green garlic","2024","2024","1000 USD","423973","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","01252","Green garlic","2024","2024","1000 USD","491767","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","0142","Groundnuts, excluding shelled","2024","2024","1000 Int$","54546","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","0142","Groundnuts, excluding shelled","2024","2024","1000 SLC","6403664","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","0142","Groundnuts, excluding shelled","2024","2024","1000 SLC","4867007","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","0142","Groundnuts, excluding shelled","2024","2024","1000 USD","55393","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","0142","Groundnuts, excluding shelled","2024","2024","1000 USD","62316","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","0231","Hen eggs in shell, fresh","2024","2024","1000 Int$","1178705","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","0231","Hen eggs in shell, fresh","2024","2024","1000 SLC","260214910","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","0231","Hen eggs in shell, fresh","2024","2024","1000 SLC","162426853","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2024","2024","1000 USD","2250923","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","0231","Hen eggs in shell, fresh","2024","2024","1000 USD","2079865","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","01922.01","Jute, raw or retted","2024","2024","1000 Int$","973350","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","01922.01","Jute, raw or retted","2024","2024","1000 SLC","125094641","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","01922.01","Jute, raw or retted","2024","2024","1000 SLC","59421451","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","01922.01","Jute, raw or retted","2024","2024","1000 USD","1082099","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","01922.01","Jute, raw or retted","2024","2024","1000 USD","760903","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","01922.02","Kenaf, and other textile bast fibres, raw or retted","2024","2024","1000 Int$","134","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","01922.02","Kenaf, and other textile bast fibres, raw or retted","2024","2024","1000 SLC","31028","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","01922.02","Kenaf, and other textile bast fibres, raw or retted","2024","2024","1000 SLC","9575","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","01922.02","Kenaf, and other textile bast fibres, raw or retted","2024","2024","1000 USD","268","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","01922.02","Kenaf, and other textile bast fibres, raw or retted","2024","2024","1000 USD","123","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","01322","Lemons and limes","2024","2024","1000 Int$","61704","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","01322","Lemons and limes","2024","2024","1000 SLC","6562154","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","01322","Lemons and limes","2024","2024","1000 SLC","5114328","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","01322","Lemons and limes","2024","2024","1000 USD","56764","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","01322","Lemons and limes","2024","2024","1000 USD","65489","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","01704","Lentils, dry","2024","2024","1000 Int$","126255","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","01704","Lentils, dry","2024","2024","1000 SLC","15949832","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","01704","Lentils, dry","2024","2024","1000 SLC","14699322","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","01704","Lentils, dry","2024","2024","1000 USD","137970","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","01704","Lentils, dry","2024","2024","1000 USD","188168","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","01441","Linseed","2024","2024","1000 Int$","1422","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","01441","Linseed","2024","2024","1000 SLC","210235","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","01441","Linseed","2024","2024","1000 SLC","165457","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","01441","Linseed","2024","2024","1000 USD","1819","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","01441","Linseed","2024","2024","1000 USD","2119","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","0112","Maize (corn)","2024","2024","1000 Int$","921863","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","0112","Maize (corn)","2024","2024","1000 SLC","89668827","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","0112","Maize (corn)","2024","2024","1000 SLC","75026272","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2024","2024","1000 USD","775657","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2024","2024","1000 USD","960840","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","01316","Mangoes, guavas and mangosteens","2024","2024","1000 Int$","1319893","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","01316","Mangoes, guavas and mangosteens","2024","2024","1000 SLC","68834450","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","01316","Mangoes, guavas and mangosteens","2024","2024","1000 SLC","63509319","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","01316","Mangoes, guavas and mangosteens","2024","2024","1000 USD","595435","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","01316","Mangoes, guavas and mangosteens","2024","2024","1000 USD","813347","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2024","2024","1000 Int$","22749","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2024","2024","1000 SLC","794431","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2024","2024","1000 SLC","650921","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2024","2024","1000 USD","6872","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2024","2024","1000 USD","8335","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2024","2024","1000 Int$","880882","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2024","2024","1000 SLC","24874632","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2024","2024","1000 SLC","20292039","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2024","2024","1000 USD","215172","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2024","2024","1000 USD","259838","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2024","2024","1000 Int$","442272","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2024","2024","1000 SLC","28201829","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","21121i","Meat of chickens, fresh or chilled (indigenous)","2024","2024","1000 SLC","22819787","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2024","2024","1000 USD","243953","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2024","2024","1000 USD","292206","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2024","2024","1000 Int$","152779","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","21122i","Meat of ducks, fresh or chilled (indigenous)","2024","2024","1000 SLC","5968808","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","21122i","Meat of ducks, fresh or chilled (indigenous)","2024","2024","1000 SLC","4804396","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2024","2024","1000 USD","51632","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2024","2024","1000 USD","61520","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","21116i","Meat of goat, fresh or chilled (indigenous)","2024","2024","1000 Int$","1336669","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","21116i","Meat of goat, fresh or chilled (indigenous)","2024","2024","1000 SLC","42558409","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","21116i","Meat of goat, fresh or chilled (indigenous)","2024","2024","1000 SLC","36258705","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","21116i","Meat of goat, fresh or chilled (indigenous)","2024","2024","1000 USD","368141","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","21116i","Meat of goat, fresh or chilled (indigenous)","2024","2024","1000 USD","464290","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2024","2024","1000 Int$","29499","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","21115i","Meat of sheep, fresh or chilled (indigenous)","2024","2024","1000 SLC","1249510","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","21115i","Meat of sheep, fresh or chilled (indigenous)","2024","2024","1000 SLC","1013389","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2024","2024","1000 USD","10809","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","58","Gross Production Value (constant 2014-2016 thousand US$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2024","2024","1000 USD","12976","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","0118","Millet","2024","2024","1000 Int$","3719","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","56","Gross Production Value (current thousand SLC)","0118","Millet","2024","2024","1000 SLC","157319","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","55","Gross Production Value (constant 2014-2016 thousand SLC)","0118","Millet","2024","2024","1000 SLC","128092","E","Estimated value"
"QV","Value of Agricultural Production","050","Bangladesh","57","Gross Production Value (current thousand US$)","0118","Millet","2024","2024","1000 USD","1361","E","Estimated value"
