Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2511","Wheat and products","2023","2023","kcal/cap/d","92.66","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2511","Wheat and products","2023","2023","million Kcal","5799297.54","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2511","Wheat and products","2023","2023","g/cap/d","2.9","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2511","Wheat and products","2023","2023","t","181399.36","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2511","Wheat and products","2023","2023","g/cap/d","0.49","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2511","Wheat and products","2023","2023","t","30388.35","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2807","Rice and products","2023","2023","1000 t","58613","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2807","Rice and products","2023","2023","1000 t","562","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2807","Rice and products","2023","2023","1000 t","475","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2807","Rice and products","2023","2023","1000 t","15","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2807","Rice and products","2023","2023","1000 t","58686","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2807","Rice and products","2023","2023","1000 t","11909","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5527","Seed","S2807","Rice and products","2023","2023","1000 t","1345","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5123","Losses","S2807","Rice and products","2023","2023","1000 t","2330","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5131","Processing","S2807","Rice and products","2023","2023","1000 t","138","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5154","Other uses (non-food)","S2807","Rice and products","2023","2023","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2807","Rice and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2807","Rice and products","2023","2023","1000 t","42962","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2807","Rice and products","2023","2023","kg/cap","250.56","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2807","Rice and products","2023","2023","kcal/cap/d","1655.14","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2807","Rice and products","2023","2023","million Kcal","103587774.13","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2807","Rice and products","2023","2023","g/cap/d","32.66","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2807","Rice and products","2023","2023","t","2044028.12","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2807","Rice and products","2023","2023","g/cap/d","4.15","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2807","Rice and products","2023","2023","t","259919.94","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2513","Barley and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2513","Barley and products","2023","2023","1000 t","12","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2513","Barley and products","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2513","Barley and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2513","Barley and products","2023","2023","1000 t","12","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2513","Barley and products","2023","2023","1000 t","3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5527","Seed","S2513","Barley and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5123","Losses","S2513","Barley and products","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2513","Barley and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2513","Barley and products","2023","2023","1000 t","8","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2513","Barley and products","2023","2023","kg/cap","0.05","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2513","Barley and products","2023","2023","kcal/cap/d","0.37","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2513","Barley and products","2023","2023","million Kcal","23213.66","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2513","Barley and products","2023","2023","g/cap/d","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2513","Barley and products","2023","2023","t","769.03","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2513","Barley and products","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2513","Barley and products","2023","2023","t","134.04","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2514","Maize and products","2023","2023","1000 t","4593","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2514","Maize and products","2023","2023","1000 t","909","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2514","Maize and products","2023","2023","1000 t","-12","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2514","Maize and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2514","Maize and products","2023","2023","1000 t","5514","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2514","Maize and products","2023","2023","1000 t","5160","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5527","Seed","S2514","Maize and products","2023","2023","1000 t","17","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5123","Losses","S2514","Maize and products","2023","2023","1000 t","187","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5154","Other uses (non-food)","S2514","Maize and products","2023","2023","1000 t","17","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2514","Maize and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2514","Maize and products","2023","2023","1000 t","133","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2514","Maize and products","2023","2023","kg/cap","0.78","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2514","Maize and products","2023","2023","kcal/cap/d","7.4","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2514","Maize and products","2023","2023","million Kcal","463395.56","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2514","Maize and products","2023","2023","g/cap/d","0.19","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2514","Maize and products","2023","2023","t","11708.22","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2514","Maize and products","2023","2023","g/cap/d","0.09","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2514","Maize and products","2023","2023","t","5585.09","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2515","Rye and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2515","Rye and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2515","Rye and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2515","Rye and products","2023","2023","kg/cap","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2515","Rye and products","2023","2023","kcal/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2515","Rye and products","2023","2023","million Kcal","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2515","Rye and products","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2515","Rye and products","2023","2023","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2515","Rye and products","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2515","Rye and products","2023","2023","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2516","Oats","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2516","Oats","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2516","Oats","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2516","Oats","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2516","Oats","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2516","Oats","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2516","Oats","2023","2023","kg/cap","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2516","Oats","2023","2023","kcal/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2516","Oats","2023","2023","million Kcal","1283.63","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2516","Oats","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2516","Oats","2023","2023","t","46.93","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2516","Oats","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2516","Oats","2023","2023","t","24.5","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2517","Millet and products","2023","2023","1000 t","12","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2517","Millet and products","2023","2023","1000 t","3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2517","Millet and products","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2517","Millet and products","2023","2023","1000 t","15","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2517","Millet and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5527","Seed","S2517","Millet and products","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5123","Losses","S2517","Millet and products","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2517","Millet and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2517","Millet and products","2023","2023","1000 t","13","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2517","Millet and products","2023","2023","kg/cap","0.08","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2517","Millet and products","2023","2023","kcal/cap/d","0.73","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2517","Millet and products","2023","2023","million Kcal","45902.43","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2517","Millet and products","2023","2023","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2517","Millet and products","2023","2023","t","1249.49","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2517","Millet and products","2023","2023","g/cap/d","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2517","Millet and products","2023","2023","t","526.1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2518","Sorghum and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2518","Sorghum and products","2023","2023","1000 t","6","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2518","Sorghum and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2518","Sorghum and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2518","Sorghum and products","2023","2023","1000 t","6","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2518","Sorghum and products","2023","2023","1000 t","6","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5527","Seed","S2518","Sorghum and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5123","Losses","S2518","Sorghum and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2518","Sorghum and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2518","Sorghum and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2518","Sorghum and products","2023","2023","kg/cap","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2518","Sorghum and products","2023","2023","kcal/cap/d","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2518","Sorghum and products","2023","2023","million Kcal","734.74","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2518","Sorghum and products","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2518","Sorghum and products","2023","2023","t","21.15","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2518","Sorghum and products","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2518","Sorghum and products","2023","2023","t","7.26","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2520","Cereals, other","2023","2023","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2520","Cereals, other","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2520","Cereals, other","2023","2023","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2520","Cereals, other","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2520","Cereals, other","2023","2023","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2520","Cereals, other","2023","2023","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2520","Cereals, other","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2520","Cereals, other","2023","2023","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2520","Cereals, other","2023","2023","kg/cap","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2520","Cereals, other","2023","2023","kcal/cap/d","0.14","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2520","Cereals, other","2023","2023","million Kcal","8767.25","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2520","Cereals, other","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2520","Cereals, other","2023","2023","t","217.01","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2520","Cereals, other","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2520","Cereals, other","2023","2023","t","45.76","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2532","Cassava and products","2023","2023","1000 t","23","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2532","Cassava and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2532","Cassava and products","2023","2023","1000 t","23","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5154","Other uses (non-food)","S2532","Cassava and products","2023","2023","1000 t","10","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2532","Cassava and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2532","Cassava and products","2023","2023","1000 t","13","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2532","Cassava and products","2023","2023","kg/cap","0.08","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2532","Cassava and products","2023","2023","kcal/cap/d","0.75","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2532","Cassava and products","2023","2023","million Kcal","47244.09","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2532","Cassava and products","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2532","Cassava and products","2023","2023","t","40.39","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2532","Cassava and products","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2532","Cassava and products","2023","2023","t","13.46","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2531","Potatoes and products","2023","2023","1000 t","10432","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2531","Potatoes and products","2023","2023","1000 t","107","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2531","Potatoes and products","2023","2023","1000 t","-30","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2531","Potatoes and products","2023","2023","1000 t","33","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5301","Domestic supply quantity","S2531","Potatoes and products","2023","2023","1000 t","10536","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5521","Feed","S2531","Potatoes and products","2023","2023","1000 t","160","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5527","Seed","S2531","Potatoes and products","2023","2023","1000 t","300","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5123","Losses","S2531","Potatoes and products","2023","2023","1000 t","790","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5154","Other uses (non-food)","S2531","Potatoes and products","2023","2023","1000 t","552","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5170","Residuals","S2531","Potatoes and products","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5142","Food","S2531","Potatoes and products","2023","2023","1000 t","8734","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2531","Potatoes and products","2023","2023","kg/cap","50.93","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2531","Potatoes and products","2023","2023","kcal/cap/d","90.02","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","661","Food supply (kcal)","S2531","Potatoes and products","2023","2023","million Kcal","5633860.54","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2531","Potatoes and products","2023","2023","g/cap/d","2.18","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","671","Protein supply quantity (t)","S2531","Potatoes and products","2023","2023","t","136574.88","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2531","Potatoes and products","2023","2023","g/cap/d","0.12","E","Estimated value",""
"FBS","Food Balances (2010-)","050","Bangladesh","681","Fat supply quantity (t)","S2531","Potatoes and products","2023","2023","t","7778.34","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","S2533","Sweet potatoes","2023","2023","1000 t","304","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5611","Import quantity","S2533","Sweet potatoes","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5072","Stock Variation","S2533","Sweet potatoes","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","050","Bangladesh","5911","Export quantity","S2533","Sweet potatoes","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
