Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","24310.01","Beer of barley, malted","2024","2024","","7","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","39120.13","Bran of cereals n.e.c.","2024","2024","","5361","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","39120.13","Bran of cereals n.e.c.","2024","2024","","132","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","39120.13","Bran of cereals n.e.c.","2024","2024","","4218","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","39120.13","Bran of cereals n.e.c.","2024","2024","","12","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","39120.13","Bran of cereals n.e.c.","2024","2024","","13","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","39120.13","Bran of cereals n.e.c.","2024","2024","","91","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2024","2024","","55","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2024","2024","","151","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","22241.01","Butter of cow milk","2024","2024","","35","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2024","2024","","304","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2024","2024","","124","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","22241.01","Butter of cow milk","2024","2024","","216","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","21910.05","Cake of copra","2024","2024","","2","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","21910.05","Cake of copra","2024","2024","","121","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","21910.05","Cake of copra","2024","2024","","2","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","21910.15","Cake of cottonseed","2024","2024","","61","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","21910.15","Cake of cottonseed","2024","2024","","98","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","21910.15","Cake of cottonseed","2024","2024","","61","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","21910.16","Cake of linseed","2024","2024","","14","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","21910.16","Cake of linseed","2024","2024","","90","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","21910.16","Cake of linseed","2024","2024","","15","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","21910.06","Cake of palm kernel","2024","2024","","2252","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","21910.06","Cake of palm kernel","2024","2024","","110","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","21910.06","Cake of palm kernel","2024","2024","","1373","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","21910.08","Cake of rapeseed","2024","2024","","440","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","21910.08","Cake of rapeseed","2024","2024","","95","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","21910.08","Cake of rapeseed","2024","2024","","450","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","21910.03","Cake of soya beans","2024","2024","","236","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","21910.03","Cake of soya beans","2024","2024","","94","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","21910.03","Cake of soya beans","2024","2024","","240","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","21910.03","Cake of soya beans","2024","2024","","0","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","21910.03","Cake of soya beans","2024","2024","","189","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","21910.03","Cake of soya beans","2024","2024","","0","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","21910.07","Cake of sunflower seed","2024","2024","","27","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","21910.07","Cake of sunflower seed","2024","2024","","47","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","21910.07","Cake of sunflower seed","2024","2024","","31","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","21910.90","Cake, oilseeds nes","2024","2024","","95","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","21910.90","Cake, oilseeds nes","2024","2024","","113","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","21910.90","Cake, oilseeds nes","2024","2024","","83","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","21910.90","Cake, oilseeds nes","2024","2024","","6","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","21910.90","Cake, oilseeds nes","2024","2024","","80","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","21910.90","Cake, oilseeds nes","2024","2024","","6","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","02111","Cattle","2024","2024","","47","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","23140.08","Cereal preparations","2024","2024","","199","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","23140.08","Cereal preparations","2024","2024","","136","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","23140.08","Cereal preparations","2024","2024","","147","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","23140.08","Cereal preparations","2024","2024","","115","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","23140.08","Cereal preparations","2024","2024","","82","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","23140.08","Cereal preparations","2024","2024","","138","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","01199.90","Cereals n.e.c.","2024","2024","","525","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","01199.90","Cereals n.e.c.","2024","2024","","76","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","01199.90","Cereals n.e.c.","2024","2024","","711","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","01199.90","Cereals n.e.c.","2024","2024","","378","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","01199.90","Cereals n.e.c.","2024","2024","","25","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","01199.90","Cereals n.e.c.","2024","2024","","947","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","22251.01","Cheese from whole cow milk","2024","2024","","237","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","22251.01","Cheese from whole cow milk","2024","2024","","140","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","22251.01","Cheese from whole cow milk","2024","2024","","175","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","22251.01","Cheese from whole cow milk","2024","2024","","771","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","22251.01","Cheese from whole cow milk","2024","2024","","236","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","22251.01","Cheese from whole cow milk","2024","2024","","510","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","","435","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","","152","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","","269","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","","312","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","","314","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","","103","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","F0666","Chocolate products nes","2024","2024","","197","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","F0666","Chocolate products nes","2024","2024","","157","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","F0666","Chocolate products nes","2024","2024","","124","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","F0666","Chocolate products nes","2024","2024","","600","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","F0666","Chocolate products nes","2024","2024","","221","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","F0666","Chocolate products nes","2024","2024","","265","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","01640","Cocoa beans","2024","2024","","654021","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","01640","Cocoa beans","2024","2024","","389","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","01640","Cocoa beans","2024","2024","","168200","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","23620","Cocoa butter, fat and oil","2024","2024","","24","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","23620","Cocoa butter, fat and oil","2024","2024","","111","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","23620","Cocoa butter, fat and oil","2024","2024","","21","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","23610.01","Cocoa paste not defatted","2024","2024","","43","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","23610.01","Cocoa paste not defatted","2024","2024","","155","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","23610.01","Cocoa paste not defatted","2024","2024","","27","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","F0665","Cocoa powder and cake","2024","2024","","645","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","F0665","Cocoa powder and cake","2024","2024","","232","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","F0665","Cocoa powder and cake","2024","2024","","286","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","F0665","Cocoa powder and cake","2024","2024","","40","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","F0665","Cocoa powder and cake","2024","2024","","17","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","F0665","Cocoa powder and cake","2024","2024","","232","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","2166","Coconut oil","2024","2024","","72","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","2166","Coconut oil","2024","2024","","136","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","2166","Coconut oil","2024","2024","","54","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","2166","Coconut oil","2024","2024","","165","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","2166","Coconut oil","2024","2024","","26","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","2166","Coconut oil","2024","2024","","404","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","21429.07","Coconuts, desiccated","2024","2024","","122","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","21429.07","Coconuts, desiccated","2024","2024","","98","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","21429.07","Coconuts, desiccated","2024","2024","","123","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","21429.07","Coconuts, desiccated","2024","2024","","251","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","21429.07","Coconuts, desiccated","2024","2024","","128","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","21429.07","Coconuts, desiccated","2024","2024","","200","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","01460","Coconuts, in shell","2024","2024","","160","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","01460","Coconuts, in shell","2024","2024","","19","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","01460","Coconuts, in shell","2024","2024","","866","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","01460","Coconuts, in shell","2024","2024","","189","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","01460","Coconuts, in shell","2024","2024","","439","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","01460","Coconuts, in shell","2024","2024","","50","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","23912.02","Coffee extracts","2024","2024","","269","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","23912.02","Coffee extracts","2024","2024","","121","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","23912.02","Coffee extracts","2024","2024","","223","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","23912.02","Coffee extracts","2024","2024","","18","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","23912.02","Coffee extracts","2024","2024","","34","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","23912.02","Coffee extracts","2024","2024","","15","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","01610","Coffee, green","2024","2024","","376","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","01610","Coffee, green","2024","2024","","215","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","01610","Coffee, green","2024","2024","","128","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","01610","Coffee, green","2024","2024","","192","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","01610","Coffee, green","2024","2024","","158","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","01610","Coffee, green","2024","2024","","59","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","01492","Copra","2024","2024","","73","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","01492","Copra","2024","2024","","79","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","01492","Copra","2024","2024","","92","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","01921.02","Cotton lint, ginned","2024","2024","","178","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","01921.02","Cotton lint, ginned","2024","2024","","116","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","01921.02","Cotton lint, ginned","2024","2024","","150","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","01921.02","Cotton lint, ginned","2024","2024","","2249","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","01921.02","Cotton lint, ginned","2024","2024","","90","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","01921.02","Cotton lint, ginned","2024","2024","","1179","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","0143","Cotton seed","2024","2024","","1377","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","0143","Cotton seed","2024","2024","","205","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","0143","Cotton seed","2024","2024","","69","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","2168","Cottonseed oil","2024","2024","","18867","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","2168","Cottonseed oil","2024","2024","","102","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","2168","Cottonseed oil","2024","2024","","18500","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","01314","Dates","2024","2024","","60","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","01314","Dates","2024","2024","","182","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","01314","Dates","2024","2024","","33","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","01314","Dates","2024","2024","","919","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","01314","Dates","2024","2024","","65","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","01314","Dates","2024","2024","","1661","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2024","2024","","4","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2024","2024","","28","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2024","2024","","13","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2024","2024","","418","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2024","2024","","119","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2024","2024","","391","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2024","2024","","3","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2024","2024","","62","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2024","2024","","2","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","F1243","Fat preparations n.e.c.","2024","2024","","344","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","F1243","Fat preparations n.e.c.","2024","2024","","126","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","F1243","Fat preparations n.e.c.","2024","2024","","274","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","F1243","Fat preparations n.e.c.","2024","2024","","289","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","F1243","Fat preparations n.e.c.","2024","2024","","472","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","F1243","Fat preparations n.e.c.","2024","2024","","61","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","26190.01","Flax, processed but not spun","2024","2024","","642","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","26190.01","Flax, processed but not spun","2024","2024","","181","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","26190.01","Flax, processed but not spun","2024","2024","","355","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","26190.01","Flax, processed but not spun","2024","2024","","304","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","26190.01","Flax, processed but not spun","2024","2024","","398","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","495","Export Quantity Index (2014-2016 = 100)","26190.01","Flax, processed but not spun","2024","2024","","75","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","462","Import Value Index (2014-2016 = 100)","23120.90","Flour of cereals n.e.c.","2024","2024","","251","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","464","Import Unit/Value Index (2014-2016 = 100)","23120.90","Flour of cereals n.e.c.","2024","2024","","199","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","465","Import Quantity Index (2014-2016 = 100)","23120.90","Flour of cereals n.e.c.","2024","2024","","123","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","492","Export Value Index (2014-2016 = 100)","23120.90","Flour of cereals n.e.c.","2024","2024","","104","E","Estimated value"
"TI","Trade Indices","050","Bangladesh","494","Export Unit/Value Index (2014-2016 = 100)","23120.90","Flour of cereals n.e.c.","2024","2024","","181","E","Estimated value"
