price_id,district_id,commodity_id,market_name,price_date,unit,price_type
140,6,7,Madaripur Central Market,2026-09-15,kg,Retail
141,6,7,Madaripur Central Market,2026-11-15,kg,Wholesale
142,6,4,Madaripur New Market,2026-11-15,kg,Retail
143,6,6,Madaripur New Market,2026-11-15,litre,Wholesale
144,6,1,Madaripur Boro Bazar,2026-11-15,kg,Retail
145,7,2,Manikganj New Market,2026-01-15,kg,Retail
146,7,1,Manikganj Boro Bazar,2026-01-15,kg,Retail
147,7,5,Manikganj Central Market,2026-01-15,kg,Wholesale
148,7,6,Manikganj Central Market,2026-01-15,litre,Wholesale
149,7,5,Manikganj Town Market,2026-03-15,kg,Retail
150,7,7,Manikganj Boro Bazar,2026-03-15,kg,Retail
151,7,4,Manikganj Central Market,2026-03-15,kg,Retail
152,7,8,Manikganj Central Market,2026-03-15,500g pack,Retail
153,7,5,Manikganj Town Market,2026-05-15,kg,Wholesale
154,7,7,Manikganj Boro Bazar,2026-05-15,kg,Retail
155,7,4,Manikganj New Market,2026-05-15,kg,Retail
156,7,6,Manikganj Central Market,2026-05-15,litre,Retail
157,7,1,Manikganj Central Market,2026-07-15,kg,Retail
158,7,8,Manikganj Central Market,2026-07-15,500g pack,Wholesale
159,7,3,Manikganj Boro Bazar,2026-07-15,kg,Retail
160,7,4,Manikganj Boro Bazar,2026-07-15,kg,Wholesale
161,7,8,Manikganj Central Market,2026-09-15,500g pack,Wholesale
162,7,7,Manikganj New Market,2026-09-15,kg,Wholesale
163,7,3,Manikganj Town Market,2026-09-15,kg,Retail
164,7,2,Manikganj New Market,2026-09-15,kg,Wholesale
165,7,8,Manikganj Central Market,2026-11-15,500g pack,Retail
166,7,3,Manikganj Central Market,2026-11-15,kg,Retail
167,7,7,Manikganj Central Market,2026-11-15,kg,Wholesale
168,7,4,Manikganj New Market,2026-11-15,kg,Retail
169,8,4,Munshiganj Boro Bazar,2026-01-15,kg,Wholesale
170,8,8,Munshiganj Town Market,2026-01-15,500g pack,Retail
171,8,3,Munshiganj Boro Bazar,2026-01-15,kg,Wholesale
172,8,1,Munshiganj Town Market,2026-01-15,kg,Wholesale
173,8,5,Munshiganj New Market,2026-03-15,kg,Retail
174,8,7,Munshiganj Town Market,2026-03-15,kg,Wholesale
175,8,6,Munshiganj Central Market,2026-03-15,litre,Wholesale
176,8,2,Munshiganj Town Market,2026-03-15,kg,Retail
177,8,4,Munshiganj Town Market,2026-05-15,kg,Wholesale
178,8,2,Munshiganj Boro Bazar,2026-05-15,kg,Retail
179,8,7,Munshiganj Boro Bazar,2026-05-15,kg,Wholesale
180,8,1,Munshiganj Central Market,2026-05-15,kg,Wholesale
181,8,1,Munshiganj Central Market,2026-07-15,kg,Retail
182,8,7,Munshiganj Central Market,2026-07-15,kg,Retail
183,8,8,Munshiganj Central Market,2026-07-15,500g pack,Retail
184,8,6,Munshiganj Boro Bazar,2026-07-15,litre,Wholesale
185,8,3,Munshiganj Town Market,2026-09-15,kg,Retail
186,8,8,Munshiganj Boro Bazar,2026-09-15,,Retail
187,8,1,Munshiganj New Market,2026-09-15,kg,Retail
188,8,4,Munshiganj Town Market,2026-09-15,kg,Wholesale
189,8,6,Munshiganj Central Market,2026-11-15,litre,Wholesale
190,8,8,Munshiganj Central Market,2026-11-15,500g pack,Wholesale
191,8,1,Munshiganj New Market,2026-11-15,kg,Retail
192,8,4,Munshiganj New Market,2026-11-15,kg,Wholesale
193,9,8,Narayanganj Town Market,2026-01-15,500g pack,Wholesale
194,9,5,Narayanganj New Market,2026-01-15,kg,Wholesale
195,9,6,Narayanganj New Market,2026-01-15,litre,Retail
196,9,3,Narayanganj Town Market,2026-01-15,kg,Wholesale
197,9,1,Narayanganj Town Market,2026-03-15,kg,Retail
198,9,8,Narayanganj Boro Bazar,2026-03-15,500g pack,Wholesale
199,9,2,Narayanganj New Market,2026-03-15,kg,Retail
200,9,3,Narayanganj Central Market,2026-03-15,kg,Wholesale
201,9,5,Narayanganj Town Market,2026-05-15,kg,Retail
202,9,7,Narayanganj Central Market,2026-05-15,kg,Wholesale
203,9,3,Narayanganj Town Market,2026-05-15,kg,Wholesale
204,9,2,Narayanganj Boro Bazar,2026-05-15,kg,Wholesale
205,9,4,Narayanganj Town Market,2026-07-15,kg,Wholesale
206,9,7,Narayanganj Boro Bazar,2026-07-15,kg,Wholesale
207,9,3,Narayanganj Town Market,2026-07-15,kg,Retail
208,9,5,Narayanganj Town Market,2026-07-15,kg,Retail
209,9,1,Narayanganj Town Market,2026-09-15,kg,Wholesale
210,9,4,Narayanganj Boro Bazar,2026-09-15,kg,Wholesale
211,9,7,Narayanganj New Market,2026-09-15,kg,Retail
212,9,5,Narayanganj New Market,2026-09-15,kg,Wholesale
213,9,7,Narayanganj Boro Bazar,2026-11-15,kg,Wholesale
214,9,6,Narayanganj Boro Bazar,2026-11-15,litre,Wholesale
215,9,8,Narayanganj Boro Bazar,2026-11-15,500g pack,Retail
216,9,2,Narayanganj New Market,2026-11-15,kg,Wholesale
217,10,5,Narsingdi New Market,2026-01-15,kg,Wholesale
218,10,6,Narsingdi New Market,2026-01-15,litre,Retail
219,10,7,Narsingdi Central Market,2026-01-15,kg,Retail
220,10,2,Narsingdi New Market,2026-01-15,kg,Wholesale
221,10,8,Narsingdi Boro Bazar,2026-03-15,500g pack,Wholesale
222,10,4,Narsingdi Central Market,2026-03-15,kg,Retail
223,10,3,Narsingdi Central Market,2026-03-15,kg,Wholesale
224,10,1,Narsingdi Town Market,2026-03-15,kg,Retail
225,10,3,Narsingdi Boro Bazar,2026-05-15,kg,Retail
226,10,5,Narsingdi Central Market,2026-05-15,kg,Retail
227,10,4,Narsingdi Boro Bazar,2026-05-15,kg,Retail
228,10,6,Narsingdi Central Market,2026-05-15,litre,Wholesale
229,10,8,Narsingdi Town Market,2026-07-15,500g pack,Wholesale
230,10,7,Narsingdi New Market,2026-07-15,kg,Wholesale
231,10,5,Narsingdi Town Market,2026-07-15,kg,Retail
232,10,4,Narsingdi New Market,2026-07-15,kg,Wholesale
233,10,1,Narsingdi Boro Bazar,2026-09-15,kg,Retail
234,10,2,Narsingdi New Market,2026-09-15,kg,Wholesale
235,10,8,Narsingdi Boro Bazar,2026-09-15,500g pack,Retail
236,10,7,Narsingdi Central Market,2026-09-15,kg,Wholesale
237,10,6,Narsingdi New Market,2026-11-15,litre,Wholesale
238,10,5,Narsingdi Town Market,2026-11-15,kg,Wholesale
239,10,4,Narsingdi Boro Bazar,2026-11-15,kg,Retail
240,10,8,Narsingdi Central Market,2026-11-15,500g pack,Wholesale
241,11,7,Rajbari Central Market,2026-01-15,kg,Retail
242,11,3,Rajbari Central Market,2026-01-15,kg,Wholesale
243,11,1,Rajbari Central Market,2026-01-15,kg,Wholesale
244,11,8,Rajbari Town Market,2026-01-15,500g pack,Retail
245,11,8,Rajbari Town Market,2026-03-15,500g pack,Wholesale
246,11,4,Rajbari Town Market,2026-03-15,kg,Retail
247,11,3,Rajbari Central Market,2026-03-15,kg,Wholesale
248,11,7,Rajbari Town Market,2026-03-15,kg,Retail
249,11,8,Rajbari New Market,2026-05-15,500g pack,Wholesale
250,11,6,Rajbari New Market,2026-05-15,litre,Retail
251,11,7,Rajbari New Market,2026-05-15,kg,Wholesale
252,11,1,Rajbari New Market,2026-05-15,kg,Wholesale
253,11,4,Rajbari Boro Bazar,2026-07-15,kg,Retail
254,11,7,Rajbari Central Market,2026-07-15,kg,Retail
255,11,8,Rajbari Central Market,2026-07-15,500g pack,Wholesale
256,11,5,Rajbari Boro Bazar,2026-07-15,kg,Retail
257,11,2,Rajbari New Market,2026-09-15,kg,Wholesale
258,11,8,Rajbari Boro Bazar,2026-09-15,500g pack,Retail
259,11,4,Rajbari New Market,2026-09-15,kg,Wholesale
260,11,1,Rajbari New Market,2026-09-15,kg,Retail
261,11,5,Rajbari Boro Bazar,2026-11-15,kg,Retail
262,11,2,Rajbari Central Market,2026-11-15,kg,Retail
263,11,3,Rajbari Boro Bazar,2026-11-15,kg,Wholesale
264,11,1,Rajbari New Market,2026-11-15,kg,Wholesale
265,12,5,Shariatpur New Market,2026-01-15,kg,Wholesale
266,12,6,Shariatpur Boro Bazar,2026-01-15,litre,
267,12,8,Shariatpur Boro Bazar,2026-01-15,500g pack,Retail
268,12,7,Shariatpur Boro Bazar,2026-01-15,kg,Wholesale
269,12,8,Shariatpur Central Market,2026-03-15,500g pack,Retail
270,12,5,Shariatpur Town Market,2026-03-15,kg,Retail
271,12,4,Shariatpur Town Market,2026-03-15,kg,Wholesale
272,12,7,Shariatpur Central Market,2026-03-15,kg,Retail
273,12,2,Shariatpur New Market,2026-05-15,kg,Wholesale
274,12,5,Shariatpur New Market,2026-05-15,kg,Wholesale
275,12,8,Shariatpur New Market,2026-05-15,500g pack,Retail
276,12,1,Shariatpur Town Market,2026-05-15,kg,Wholesale
277,12,5,Shariatpur Town Market,2026-07-15,kg,Retail
278,12,1,Shariatpur Boro Bazar,2026-07-15,kg,Wholesale
279,12,2,Shariatpur Town Market,2026-07-15,kg,Retail
280,12,6,Shariatpur Town Market,2026-07-15,litre,Retail
281,12,2,Shariatpur New Market,2026-09-15,kg,Wholesale
282,12,6,Shariatpur Central Market,2026-09-15,litre,Wholesale
283,12,4,Shariatpur Boro Bazar,2026-09-15,kg,Wholesale
284,12,3,Shariatpur Central Market,2026-09-15,kg,Wholesale
285,12,7,Shariatpur New Market,2026-11-15,kg,Wholesale
286,12,2,Shariatpur Boro Bazar,2026-11-15,kg,Retail
287,12,1,Shariatpur Town Market,2026-11-15,kg,Wholesale
288,12,5,Shariatpur Central Market,2026-11-15,kg,Retail
289,13,1,Tangail Town Market,2026-01-15,kg,Retail
290,13,7,Tangail Boro Bazar,2026-01-15,kg,Retail
291,13,6,Tangail Boro Bazar,2026-01-15,litre,Retail
292,13,8,Tangail New Market,2026-01-15,500g pack,Wholesale
293,13,3,Tangail New Market,2026-03-15,kg,Retail
294,13,1,Tangail Central Market,2026-03-15,kg,Wholesale
295,13,6,Tangail Boro Bazar,2026-03-15,litre,Retail
296,13,4,Tangail New Market,2026-03-15,kg,Retail
297,13,2,Tangail Town Market,2026-05-15,kg,Retail
298,13,8,Tangail Town Market,2026-05-15,500g pack,Retail
299,13,3,Tangail New Market,2026-05-15,kg,Retail
300,13,6,Tangail New Market,2026-05-15,litre,Wholesale
301,13,7,Tangail Boro Bazar,2026-07-15,kg,Wholesale
302,13,6,Tangail Central Market,2026-07-15,litre,Wholesale
303,13,2,Tangail Town Market,2026-07-15,kg,Wholesale
304,13,1,Tangail Central Market,2026-07-15,kg,Wholesale
305,13,1,Tangail Boro Bazar,2026-09-15,kg,Wholesale
306,13,2,Tangail New Market,2026-09-15,kg,Wholesale
307,13,3,,2026-09-15,kg,Wholesale
308,13,5,Tangail New Market,2026-09-15,kg,Retail
309,13,4,Tangail Boro Bazar,2026-11-15,kg,Wholesale
310,13,8,Tangail Boro Bazar,2026-11-15,500g pack,Wholesale
311,13,2,Tangail New Market,2026-11-15,kg,Wholesale
312,13,6,Tangail Town Market,2026-11-15,litre,Wholesale
313,14,7,Bandarban Boro Bazar,2026-01-15,kg,Wholesale
314,14,3,Bandarban Boro Bazar,2026-01-15,kg,Retail
315,14,1,Bandarban Central Market,2026-01-15,kg,Wholesale
316,14,6,Bandarban New Market,2026-01-15,litre,Retail
317,14,8,Bandarban Boro Bazar,2026-03-15,500g pack,Retail
318,14,1,Bandarban New Market,2026-03-15,kg,Retail
319,14,3,Bandarban Boro Bazar,2026-03-15,kg,Retail
320,14,4,Bandarban Boro Bazar,2026-03-15,kg,Retail
321,14,7,Bandarban Boro Bazar,2026-05-15,kg,Retail
322,14,8,Bandarban New Market,2026-05-15,500g pack,Wholesale
323,14,4,Bandarban New Market,2026-05-15,kg,Retail
324,14,5,Bandarban Central Market,2026-05-15,kg,Wholesale
325,14,6,Bandarban Central Market,2026-07-15,litre,Wholesale
326,14,7,Bandarban New Market,2026-07-15,kg,Retail
327,14,2,Bandarban New Market,2026-07-15,kg,Wholesale
328,14,5,Bandarban New Market,2026-07-15,kg,Retail
329,14,5,Bandarban Town Market,2026-09-15,kg,Retail
330,14,4,Bandarban Central Market,2026-09-15,kg,Wholesale
331,14,6,Bandarban Central Market,2026-09-15,litre,Wholesale
332,14,3,Bandarban New Market,2026-09-15,kg,Wholesale
333,14,6,Bandarban Town Market,2026-11-15,litre,Retail
334,14,5,Bandarban Boro Bazar,2026-11-15,kg,Retail
335,14,4,Bandarban Central Market,2026-11-15,kg,Retail
336,14,1,Bandarban Boro Bazar,2026-11-15,kg,Retail
337,15,3,Brahmanbaria Boro Bazar,2026-01-15,kg,Wholesale
338,15,2,Brahmanbaria Town Market,2026-01-15,kg,Retail
339,15,7,Brahmanbaria Town Market,2026-01-15,kg,Wholesale
340,15,6,Brahmanbaria Town Market,2026-01-15,,Wholesale
341,15,8,Brahmanbaria Boro Bazar,2026-03-15,500g pack,Retail
342,15,4,Brahmanbaria Boro Bazar,2026-03-15,kg,Wholesale
343,15,7,Brahmanbaria Central Market,2026-03-15,kg,Retail
344,15,5,Brahmanbaria Central Market,2026-03-15,kg,Wholesale
345,15,1,Brahmanbaria Boro Bazar,2026-05-15,kg,Wholesale
346,15,6,Brahmanbaria New Market,2026-05-15,litre,Wholesale
347,15,3,Brahmanbaria Central Market,2026-05-15,kg,Retail
348,15,5,Brahmanbaria New Market,2026-05-15,kg,Retail
349,15,4,Brahmanbaria New Market,2026-07-15,kg,Wholesale
350,15,7,Brahmanbaria Central Market,2026-07-15,kg,Retail
351,15,5,Brahmanbaria New Market,2026-07-15,kg,Retail
352,15,1,Brahmanbaria Central Market,2026-07-15,kg,Wholesale
353,15,7,Brahmanbaria Town Market,2026-09-15,kg,Wholesale
354,15,5,Brahmanbaria Boro Bazar,2026-09-15,kg,Wholesale
355,15,3,Brahmanbaria Central Market,2026-09-15,kg,Retail
356,15,4,Brahmanbaria New Market,2026-09-15,kg,Retail
357,15,5,Brahmanbaria Boro Bazar,2026-11-15,kg,Wholesale
358,15,1,Brahmanbaria New Market,2026-11-15,kg,Wholesale
359,15,3,Brahmanbaria Central Market,2026-11-15,kg,Retail
360,15,6,Brahmanbaria New Market,2026-11-15,litre,Retail
361,16,1,Chandpur Central Market,2026-01-15,kg,Wholesale
362,16,4,Chandpur Town Market,2026-01-15,kg,Retail
363,16,6,Chandpur Town Market,2026-01-15,litre,Wholesale
364,16,7,Chandpur Boro Bazar,2026-01-15,kg,Wholesale
365,16,6,Chandpur New Market,2026-03-15,litre,Retail
366,16,1,Chandpur New Market,2026-03-15,kg,Retail
367,16,5,Chandpur Boro Bazar,2026-03-15,kg,Retail
368,16,2,Chandpur New Market,2026-03-15,kg,Retail
369,16,7,Chandpur New Market,2026-05-15,kg,Wholesale
370,16,3,Chandpur Boro Bazar,2026-05-15,kg,Wholesale
371,16,6,,2026-05-15,litre,Retail
372,16,1,Chandpur Central Market,2026-05-15,kg,Retail
373,16,3,Chandpur Town Market,2026-07-15,kg,Wholesale
374,16,8,Chandpur Boro Bazar,2026-07-15,500g pack,Wholesale
375,16,2,Chandpur Town Market,2026-07-15,kg,Retail
376,16,7,Chandpur Town Market,2026-07-15,kg,Retail
377,16,7,Chandpur Boro Bazar,2026-09-15,kg,Retail
378,16,4,Chandpur Central Market,2026-09-15,kg,Wholesale
379,16,8,Chandpur Central Market,2026-09-15,500g pack,Retail
380,16,6,Chandpur Boro Bazar,2026-09-15,litre,Retail
381,16,7,Chandpur Town Market,2026-11-15,kg,Retail
382,16,8,Chandpur New Market,2026-11-15,500g pack,Retail
383,16,1,Chandpur Boro Bazar,2026-11-15,kg,Wholesale
384,16,6,Chandpur Boro Bazar,2026-11-15,litre,Retail
385,17,6,Chattogram New Market,2026-01-15,litre,Wholesale
386,17,2,Chattogram Central Market,2026-01-15,kg,Retail
387,17,5,Chattogram Town Market,2026-01-15,kg,Wholesale
388,17,8,Chattogram Central Market,2026-01-15,500g pack,Retail
389,17,2,,2026-03-15,kg,Wholesale
390,17,7,Chattogram Boro Bazar,2026-03-15,kg,Retail
391,17,8,Chattogram Town Market,2026-03-15,500g pack,Retail
392,17,6,Chattogram Boro Bazar,2026-03-15,litre,Wholesale
393,17,6,Chattogram Town Market,2026-05-15,litre,Retail
394,17,7,Chattogram Boro Bazar,2026-05-15,kg,Retail
395,17,3,Chattogram Central Market,2026-05-15,kg,Wholesale
396,17,2,Chattogram New Market,2026-05-15,kg,Retail
397,17,5,Chattogram Town Market,2026-07-15,kg,Retail
398,17,1,Chattogram New Market,2026-07-15,kg,Wholesale
399,17,7,Chattogram New Market,2026-07-15,kg,Retail
400,17,4,Chattogram Central Market,2026-07-15,kg,Retail
401,17,8,Chattogram Central Market,2026-09-15,500g pack,Retail
402,17,5,Chattogram Town Market,2026-09-15,kg,Wholesale
403,17,2,Chattogram Boro Bazar,2026-09-15,kg,Retail
404,17,7,Chattogram Boro Bazar,2026-09-15,kg,Retail
405,17,6,Chattogram New Market,2026-11-15,litre,Wholesale
406,17,4,Chattogram Town Market,2026-11-15,kg,Retail
407,17,5,Chattogram Central Market,2026-11-15,kg,Retail
408,17,1,Chattogram Central Market,2026-11-15,kg,Wholesale
409,18,2,Cumilla Central Market,2026-01-15,kg,Wholesale
410,18,1,Cumilla Town Market,2026-01-15,kg,Retail
411,18,7,Cumilla Town Market,2026-01-15,kg,Retail
412,18,4,Cumilla Town Market,2026-01-15,kg,Wholesale
413,18,7,Cumilla Town Market,2026-03-15,kg,Retail
414,18,4,Cumilla Central Market,2026-03-15,kg,Retail
415,18,6,Cumilla Central Market,2026-03-15,litre,Retail
416,18,8,Cumilla Boro Bazar,2026-03-15,500g pack,Retail
417,18,2,Cumilla Central Market,2026-05-15,kg,Retail
418,18,3,Cumilla New Market,2026-05-15,kg,Wholesale
419,18,8,Cumilla New Market,2026-05-15,500g pack,Wholesale
420,18,5,Cumilla Boro Bazar,2026-05-15,kg,Retail
421,18,1,Cumilla Town Market,2026-07-15,kg,Wholesale
422,18,3,Cumilla Boro Bazar,2026-07-15,kg,Retail
423,18,7,Cumilla New Market,2026-07-15,kg,Wholesale
424,18,4,Cumilla New Market,2026-07-15,kg,Retail
425,18,3,Cumilla Town Market,2026-09-15,kg,Retail
426,18,6,Cumilla Town Market,2026-09-15,litre,Retail
427,18,8,Cumilla New Market,2026-09-15,500g pack,Retail
428,18,7,Cumilla Town Market,2026-09-15,kg,Wholesale
429,18,4,Cumilla Central Market,2026-11-15,kg,Retail
430,18,2,Cumilla New Market,2026-11-15,kg,Wholesale
431,18,8,Cumilla New Market,2026-11-15,500g pack,Wholesale
432,18,1,Cumilla Boro Bazar,2026-11-15,kg,Wholesale
